s
c
x
d
s
p
q
x
q
c,h
s
x
d
s
d
c,h
x
s
s
s,h
q
x
q
s
q
q
c,h
d
x
p
s
d
x
s
x
x
p
d
a
s
c,h
q
x
c,h
p
c
q
w
x
d
x
d
x
q
x
x
w
x
x
c
c,h
x
w
x
c,h
c,h
c
x
w
c,h
w
x
x
q
b
q
d
p
c
x
c
q
x
x
c,h
c,h
c,h
x
x
x
w
x
w
b
x
q
w
c
c,h
c
x
